lemma_slp1	n_ambiguous_forms	sample
sumanas	5	dcs:sumanA~sumanA(NOUN,16);dcs:sumanAH~sumanas(NOUN,13);dcs:sumanasa~sumanas(ADJ,2);dcs:sumanasaH~sumanas(NOUN,25);dcs:sumanaso~sumanas(ADJ,13)
sumanasy	1	dcs:sumanasyamAnAH~sumanasyamAna(ADJ,7)
sumanasyamAna	2	dcs:sumanasyamAnA~sumanasy(VERB,2);dcs:sumanasyamAnaH~sumanasy(VERB,4)
sumanoharA	1	vidyut:sumanohara~sumanohara(noun,2)
sumanoramA	1	vidyut:sumanorama~sumanorama(noun,2)
sumantu	1	dcs:sumantu~sumantu(NOUN,3)
sumati	3	dcs:sumatI~sumati(ADJ,1);dcs:sumati~sumati(ADJ,1);dcs:sumatiH~sumati(ADJ,4)
sumeDas	4	dcs:sumeDA~sumeDas(NOUN,2);dcs:sumeDAH~sumeDas(NOUN,1);dcs:sumeDasaH~sumeDas(NOUN,1);vidyut:sumeDas~sumeDa(noun,1)
sumna	2	dcs:sumnA~asumna(ADJ,1);dcs:sumne~sumna(ADJ,1)
sumuKA	1	dcs:sumuKI~sumuKI(NOUN,2)
sumuKa	1	dcs:sumuKa~sumuKa(ADJ,1)
sunITa	1	dcs:sunITa~sunITa(ADJ,1)
sunIla	1	vidyut:sunIla~sunIlA(noun,3)
sunakzatra	1	vidyut:sunakzatra~sunakzatrA(noun,3)
sunanda	1	vidyut:sunandAm~sunandA(noun,2)
sunasA	1	vidyut:sunasa~sunasa(noun,2)
sunayana	1	vidyut:sunayana~sunayanA(noun,3)
sundarI	3	dcs:sundarI~sundara(ADJ,19);dcs:sundarIRAm~sundara(ADJ,1);dcs:sundari~sundara(ADJ,9)
sundara	1	dcs:sundara~sundara(NOUN,4)
supASA	1	vidyut:supASayA~supASa(noun,1)
supArA	1	vidyut:supArA~supAra(noun,2)
supeSas	1	vidyut:supeSas~supeSa(noun,2)
supraBAtA	1	vidyut:supraBAtA~supraBAta(noun,2)
supraBAta	1	vidyut:supraBAta~supraBAtA(noun,3)
suprajas	1	vidyut:suprajas~supraja(noun,1)
suprasAda	1	vidyut:suprasAda~suprasAdA(noun,3)
supratIka	1	dcs:supratIkam~supratIka(NOUN,1)
supratizWA	1	vidyut:supratizWA~supratizWa(noun,2)
surAman	2	vidyut:surAma~surAma(noun,2);vidyut:surAma~sur(verb,1)
surAnandA	1	vidyut:surAnanda~surAnanda(noun,2)
surApin	1	dcs:surApI~surApa(ADJ,2)
surAzwra	1	vidyut:surAzwrARAm~surAzwrA(noun,2)
surUpa	4	dcs:surUpA~surUpA(NOUN,7);dcs:surUpAya~surUpa(NOUN,1);dcs:surUpa~surUpa(NOUN,2);dcs:surUpaH~surUpa(NOUN,3)
suraBi	4	dcs:suraBi~suraBi(NOUN,29);dcs:suraBiH~suraBi(NOUN,35);dcs:suraBim~suraBi(NOUN,2);dcs:suraByAH~suraBi(NOUN,1)
suraRa	1	vidyut:suraRa~suraRA(noun,3)
suraTa	1	vidyut:suraTAn~suraTA(noun,1)
surocanA	1	vidyut:surocanA~surocana(noun,3)
surottama	1	vidyut:surottamAn~surottamA(noun,1)
suruc	1	vidyut:suruci~suruci(noun,6)
susnigDA	1	vidyut:susnigDa~susnigDa(noun,2)
sutAra	1	vidyut:sutArAm~sutArA(noun,2)
suta	14	dcs:sutAn~sU(VERB,1);dcs:sutAnAM~su(VERB,3);dcs:sutAnAm~su(VERB,12);dcs:sutAt~su(VERB,2);dcs:suta~su(VERB,62)
sutasomA	1	vidyut:sutasomA~sutasoma(noun,2)
sutasoma	1	vidyut:sutasoma~sutasomA(noun,3)
sutyaja	1	vidyut:sutyajam~sutyaj(noun,2)
suvAc	1	vidyut:suvAcas~suvAcas(noun,5)
suvAsas	1	vidyut:suvAsas~suvAsa(noun,1)
suvIrya	2	vidyut:suvIrya~suvIryA(noun,3);vidyut:suvIrye~suvIryA(noun,14)
suvarRA	1	dcs:suvarRA~suvarRa(ADJ,4)
suvarRa	6	dcs:suvarRAni~suvarRa(ADJ,1);dcs:suvarRa~suvarRa(ADJ,22);dcs:suvarRaM~suvarRa(ADJ,3);dcs:suvarRam~suvarRa(ADJ,3);dcs:suvarRasya~suvarRa(ADJ,2)
suvarRavarRa	1	vidyut:suvarRavarRa~suvarRavarRA(noun,3)
suvarRavat	1	vidyut:suvarRavat~suvarRavat(ind,1)
suvarcas	4	dcs:suvarcA~suvarcas(NOUN,2);dcs:suvarcAH~suvarcas(NOUN,5);dcs:suvarcasaH~suvarcasa(NOUN,2);dcs:suvarcasam~suvarcas(ADJ,1)
suvastrA	1	vidyut:suvastra~suvastra(noun,2)
suvegA	1	vidyut:suvega~suvega(noun,2)
suvfD	1	vidyut:suvfDA~suvfDa(noun,1)
suvfDa	1	vidyut:suvfDam~suvfD(noun,2)
suvfkti	2	dcs:suvfktiBiH~suvfkti(ADJ,1);dcs:suvfktim~suvfkti(ADJ,4)
suvftta	3	vidyut:suvfttAm~suvfttA(noun,2);vidyut:suvfttAn~suvfttA(noun,1);vidyut:suvftta~suvfttA(noun,3)
suvidatra	1	dcs:suvidatram~suvidatra(NOUN,1)
suvinItA	1	vidyut:suvinIta~suvinIta(noun,2)
suvita	2	dcs:suvitA~suvita(ADJ,1);dcs:suvitaM~suvita(ADJ,1)
suvrata	2	dcs:suvratA~suvratA(NOUN,8);dcs:suvrataH~suvrata(NOUN,4)
suyama	1	vidyut:suyama~suyamA(noun,3)
suzira	2	dcs:suzira~suzira(ADJ,2);dcs:suziram~suzira(NOUN,3)
suzomA	2	vidyut:suzomA~suzoma(noun,1);vidyut:suzoma~suzoma(noun,2)
suzumnA	1	dcs:suzumnA~suzumna(ADJ,3)
suzumna	1	dcs:suzumna~suzumna(NOUN,1)
suzupsa	1	vidyut:suzup~suzupsi(noun,7)
suzupta	1	dcs:suzupta~suzupta(ADJ,1)
suzwuB	1	dcs:suzwuBA~suzwuB(NOUN,1)
svAdu	2	dcs:svAdu~svAdu(NOUN,1);dcs:svAdvI~svAdvI(NOUN,1)
svAduPalA	1	vidyut:svAduPala~svAduPala(noun,2)
svAhA	1	dcs:svAhA~svAhA(NOUN,130)
svAhAkf	1	dcs:svAhAkfta~svAhAkft(ADJ,1)
svAhAkftI	2	vidyut:svAhAkfti~svAhAkft(noun,3);vidyut:svAhAkfti~svAhAkfti(noun,3)
svAhAkfta	1	dcs:svAhAkftam~svAhAkf(VERB,1)
svAni	2	vidyut:svan~svaYji(noun,7);vidyut:svan~svaYj(noun,4)
svApi	1	vidyut:svApI~svap(noun,1)
svArAjya	1	dcs:svArAjyam~svArAjya(ADJ,1)
svAra	1	dcs:svAra~svAra(NOUN,1)
svAti	1	dcs:svAti~svAti(ADJ,1)
svAyamBuva	3	dcs:svAyaMBuvasya~svAyamBuva(ADJ,1);dcs:svAyamBuva~svAyamBuva(ADJ,4);dcs:svAyamBuvaH~svAyamBuva(ADJ,1)
svF	2	vidyut:sasvara~svf(verb,2);vidyut:sasvara~sasvara(noun,2)
svIyA	1	vidyut:svIyA~svIya(noun,2)
sva	16	dcs:svA~sva(NOUN,1);dcs:svAH~sva(NOUN,7);dcs:svAm~sva(NOUN,1);dcs:svAn~sva(NOUN,2);dcs:svAnAM~sva(NOUN,4)
svaSakti	1	vidyut:svaSaktyA~svaSaktyA(ind,1)
svacCa	2	dcs:svacCA~svacCA(NOUN,1);dcs:svacCa~svacCa(NOUN,1)
svacCandA	1	dcs:svacCandA~svacCanda(ADJ,2)
svacCanda	1	dcs:svacCanda~svacCanda(NOUN,2)
svad	1	dcs:svaditam~svaday(VERB,6)
svaja	1	vidyut:svaja~svajA(noun,4)
svaka	2	dcs:svakam~svaka(NOUN,1);dcs:svake~svaka(NOUN,1)
svan	1	vidyut:sasvana~sasvana(noun,2)
svap	6	dcs:supta~supta(NOUN,6);dcs:suptaM~supta(NOUN,5);dcs:suptam~supta(NOUN,2);dcs:supte~supta(NOUN,2);dcs:svapa~svapa(NOUN,1)
svapasyA	1	vidyut:svapasyA~svapasya(noun,1)
svapnayA	1	dcs:svapnayA~svapna(NOUN,1)
svar	6	dcs:sUraS~sUra(NOUN,2);dcs:suvar~svar(ADV,11);dcs:svaH~sva(ADJ,30);dcs:svaS~svar(ADV,1);dcs:svar~svar(ADV,151)
svarAj	4	dcs:svarAja~svarAj(ADJ,1);dcs:svarAjaH~svarAj(NOUN,1);dcs:svarAw~svarAj(ADJ,4);vidyut:svarAjA~svarAjan(noun,1)
svara	1	dcs:svara~svar(VERB,4)
svarga	2	dcs:svargaH~svarga(ADJ,1);dcs:svargam~svarga(ADJ,2)
svargin	1	dcs:svargI~svargin(ADJ,1)
svasara	1	dcs:svasaram~svasf(NOUN,1)
svastidA	1	vidyut:svastidA~svastida(noun,1)
svastimat	1	dcs:svastimatI~svastimatI(NOUN,1)
svastivAcya	1	vidyut:svastivAcya~svastivAcya(ind,1)
svastyayana	2	dcs:svastyayanaH~svastyayana(ADJ,1);dcs:svastyayanaM~svastyayana(ADJ,2)
svatantra	1	dcs:svatantra~svatantra(NOUN,2)
svatas	1	dcs:svataH~sva(ADJ,8)
svavftta	1	vidyut:svavftte~svavftti(noun,4)
svayaMBU	1	dcs:svayaMBu~svayamBu(NOUN,1)
svayam	1	dcs:svayaM~tu(PART,1)
svayamBU	1	vidyut:svayamBUs~svayamBu(noun,2)
svayamBu	3	dcs:svayaMBU~svayaMBU(ADJ,1);dcs:svayaMBUH~svayaMBU(ADJ,2);dcs:svayamBu~svayamBu(ADJ,2)
svayampraBa	1	dcs:svayampraBA~svayampraBA(NOUN,1)
sveda	1	dcs:svedam~svid(VERB,2)
svizwakft	4	dcs:svizwakfd~svizwakft(NOUN,1);dcs:svizwakft~svizwakft(NOUN,30);dcs:svizwakfta~svizwakft(NOUN,1);dcs:svizwakftaH~svizwakft(NOUN,6)
syam	2	vidyut:syama~syAmi(noun,4);vidyut:syama~syam(verb,1)
syand	1	vidyut:syandin~syandi(noun,2)
syandana	2	dcs:syandana~syandana(ADJ,1);dcs:syandanaM~syandana(ADJ,1)
syati	1	dcs:syati~sA(VERB,2)
syona	3	dcs:syona~syona(NOUN,2);dcs:syonaM~syona(NOUN,1);dcs:syonam~syona(NOUN,1)
t	1	dcs:taH~atas(ADV,20)
tA	1	dcs:tA~tad(PRON,1570)
tAlaDvajA	1	vidyut:tAlaDvaja~tAlaDvaja(noun,2)
tAlamAtra	1	vidyut:tAlamAtram~tAlamAtram(ind,1)
tAmasa	3	dcs:tAmasI~tAmasI(NOUN,10);dcs:tAmasa~tAmasa(NOUN,1);dcs:tAmasaH~tAmasa(NOUN,5)
tAmisra	1	dcs:tAmisra~tAmisra(ADJ,1)
tAmrA	1	dcs:tAmrA~tAmra(ADJ,12)
tAmrAruRa	1	vidyut:tAmrAruRa~tAmrAruRA(noun,3)
tAmra	3	dcs:tAmrARi~tAmra(ADJ,5);dcs:tAmra~tAmra(ADJ,220);dcs:tAmram~tAmra(ADJ,15)
tAmravarRA	1	vidyut:tAmravarRa~tAmravarRa(noun,2)
tAmrikA	1	vidyut:tAmrika~tAmrika(noun,2)
tAni	2	vidyut:tAnana~tan(noun,2);vidyut:tAnitAni~tan(noun,3)
tAntava	2	dcs:tAntava~tAntava(NOUN,2);dcs:tAntavaM~tAntava(NOUN,2)
tApana	2	dcs:tApana~tApana(ADJ,1);dcs:tApanam~tApana(NOUN,5)
tApasa	3	dcs:tApasaH~tApasa(ADJ,1);dcs:tApasaM~tApasa(ADJ,1);dcs:tApasam~tApasa(ADJ,2)
tApi	2	vidyut:tApayamAna~tap(noun,4);vidyut:tApayizRu~tap(noun,3)
tApya	1	dcs:tApya~tApay(VERB,2)
tAqa	1	dcs:tAqam~tAqa(ADJ,1)
tAqay	1	dcs:tAqita~tAqita(ADJ,1)
tAqi	2	vidyut:tAq~taq(noun,7);vidyut:tAq~tAwi(noun,7)
tAra	2	dcs:tAra~tAra(ADJ,3);dcs:tAraM~tAra(ADJ,4)
tAt	1	dcs:tAt~tAt(NOUN,1)
tAvat	2	dcs:tAvad~tAvat(ADJ,46);dcs:tAvat~tAvat(ADJ,180)
tF	1	dcs:tF~tF(ADV,1)
tIkzRa	7	dcs:tIkzRA~tIkzRA(NOUN,7);dcs:tIkzRAnAm~tIkzRa(NOUN,4);dcs:tIkzRa~tIkzRa(NOUN,175);dcs:tIkzRaH~tIkzRa(NOUN,3);dcs:tIkzRaM~tIkzRa(ADJ,107)
tIrTavatI	1	vidyut:tIrTavatI~tIrTavat(noun,4)
tIvra	2	dcs:tIvrA~tIvrA(NOUN,4);dcs:tIvraM~tIvra(NOUN,2)
tURI	1	dcs:tURI~tURi(NOUN,9)
tUrRam	2	dcs:tUrRaM~tUrRa(ADJ,4);dcs:tUrRam~tUrRa(ADJ,8)
tUrya	3	dcs:tUrya~tUrya(ADJ,2);vidyut:tUryARAm~tUr(noun,3);vidyut:tUryARAm~tUri(noun,3)
taTA	1	dcs:taTA~taTA(NOUN,28)
taTAgata	4	dcs:taTAgata~taTAgata(ADJ,1);dcs:taTAgatam~taTAgata(ADJ,19);dcs:taTAgate~taTAgata(ADJ,5);dcs:taTAgato~taTAgata(ADJ,1)
taTya	3	dcs:taTyaM~taTya(NOUN,9);dcs:taTyam~taTya(NOUN,12);dcs:taTyena~taTya(ADJ,1)
taYc	1	vidyut:takti~tak(noun,6)
tad	19	dcs:sa~sa(ADV,14866);dcs:saH~saH(ADV,22);dcs:so~saH(ADV,7);dcs:tABiH~tA(NOUN,2);dcs:tAByo~as(VERB,1)
tadA	1	dcs:tadA~vA(CONJ,1)
tadanantara	1	vidyut:tadanantaram~tadanantaram(ind,1)
tadarTa	1	vidyut:tadarTam~tadarTam(ind,1)
tadbalA	1	vidyut:tadbala~tadbala(noun,2)
taddina	1	vidyut:taddinam~taddinam(ind,1)
tadvat	2	dcs:tadvan~tadvat(NOUN,1);dcs:tadvat~tadvat(ADJ,7)
takz	1	dcs:takzan~takzan(NOUN,4)
tam	1	vidyut:tatama~tatama(noun,1)
tamAlaka	1	vidyut:tamAlaka~tamAlakA(noun,3)
tamonuda	1	dcs:tamonudam~tamonud(NOUN,1)
tan	5	dcs:tanoti~tanoti(NOUN,1);dcs:tanv~tanu(ADJ,1);dcs:tataM~tata(NOUN,4);dcs:tatananta~tan(VERB,1);vidyut:tanvatAm~tan(verb,1)
tanU	3	dcs:tanUnAM~tanu(NOUN,2);dcs:tanvaH~tanu(NOUN,35);dcs:tanvam~tanu(ADJ,1)
tana	1	dcs:tana~tan(NOUN,2)
tanaya	10	dcs:tanayAya~tanaya(NOUN,9);dcs:tanaya~tanaya(ADJ,1);dcs:tanayaH~tanaya(ADJ,2);dcs:tanayaM~tanaya(ADJ,6);dcs:tanayam~tanaya(ADJ,2)
tanman	1	vidyut:tanmayA~tanmaya(noun,1)
tantu	1	dcs:tantum~tan(VERB,1)
tanu	8	dcs:tanUni~tanu(NOUN,1);dcs:tanavaH~tanu(ADJ,7);dcs:tanu~tanu(NOUN,102);dcs:tanuH~tanu(ADJ,27);dcs:tanuM~tanu(ADJ,8)
tanumaDyA	1	vidyut:tanumaDyA~tanumaDya(noun,2)
tanumaDya	1	vidyut:tanumaDya~tanumaDyA(noun,3)
tanvI	3	dcs:tanvI~tanu(ADJ,16);dcs:tanvi~tanu(ADJ,3);dcs:tanvyA~tanu(NOUN,4)
tap	5	dcs:tapA~tapa(NOUN,3);dcs:tape~tapa(NOUN,1);dcs:taptA~taptf(NOUN,1);dcs:tapta~tapta(ADJ,1);dcs:taptaM~atapta(ADJ,1)
tapa	1	dcs:tapasya~tapasya(NOUN,2)
tapanIya	1	dcs:tapanIya~tap(VERB,1)
tapana	2	dcs:tapana~tapana(ADJ,2);dcs:tapanaH~tapana(ADJ,4)
tapas	2	dcs:tapa~tap(VERB,22);dcs:tapasi~tap(VERB,3)
tapasvinI	1	dcs:tapasvini~tapasvin(NOUN,3)
tapasya	1	dcs:tapasyA~tapasyA(NOUN,1)
tapatI	2	dcs:tapatI~tap(VERB,2);dcs:tapatIM~tap(VERB,1)
tapoDana	3	dcs:tapoDanA~tapoDanA(NOUN,3);dcs:tapoDanAH~tapoDana(NOUN,1);dcs:tapoDanaH~tapoDana(NOUN,3)
tapus	1	dcs:tapuH~tapu(ADJ,1)
tarI	1	dcs:tarI~tarin(ADJ,1)
tara	1	dcs:taram~tara(ADJ,1)
taraMgiRI	1	dcs:taraNgiRI~taraMgin(ADJ,1)
taraRi	2	dcs:taraRi~taraRi(ADJ,3);dcs:taraRiH~taraRi(NOUN,6)
tarala	1	dcs:taralA~taralA(NOUN,1)
taranta	1	dcs:taranta~tf(VERB,1)
taras	2	dcs:taraH~tara(ADJ,3);dcs:tarase~tf(VERB,2)
tarasvin	2	dcs:tarasvI~tarasvin(NOUN,3);dcs:tarasvinAm~tarasvin(NOUN,2)
tarda	1	dcs:tarda~tfd(VERB,4)
tardi	1	vidyut:tard~tard(noun,7)
tarji	4	vidyut:tarjyamAna~tarj(noun,2);vidyut:tark~tarj(noun,7);vidyut:tark~tark(noun,7);vidyut:tark~tarki(noun,7)
tark	3	vidyut:tarkaya~tarki(verb,1);vidyut:tarkayitavya~tarki(noun,2);vidyut:tarkin~tarki(noun,2)
tarpaRa	2	dcs:tarpaRa~tarpaRa(ADJ,5);dcs:tarpaRam~tarpaRa(ADJ,6)
tarpi	2	vidyut:tarpayAYcakrire~tfp(verb,2);vidyut:tarpyamARa~tfp(noun,2)
taruRI	1	dcs:taruRI~taruRa(ADJ,20)
taruRa	8	dcs:taruRa~taruRa(NOUN,4);dcs:taruRaH~taruRa(NOUN,3);dcs:taruRaM~taruRa(NOUN,1);dcs:taruRam~taruRa(NOUN,5);dcs:taruRo~taruRa(NOUN,3)
tarutf	1	vidyut:tarutrA~tarutra(noun,1)
taruza	1	dcs:taruzaH~tarus(NOUN,1)
tasmAt	4	dcs:tasmAc~tad(PRON,29);dcs:tasmAd~tad(PRON,760);dcs:tasmAn~tad(PRON,133);dcs:tasmAt~tad(PRON,1781)
tatas	6	dcs:tatA~tan(VERB,1);dcs:tata~tan(VERB,23);dcs:tataH~tatas(NOUN,16);dcs:tataS~tatas(NOUN,2);dcs:tatas~tata(NOUN,1)
tatkzaRa	2	vidyut:tatkzaRAt~tatkzaRAt(ind,1);vidyut:tatkzaRam~tatkzaRam(ind,1)
tatpUrva	1	vidyut:tatpUrvam~tatpUrvam(ind,1)
tatra	1	dcs:tatra~tf(VERB,25)
tavas	3	dcs:tavasA~tavas(NOUN,1);dcs:tavase~tavas(NOUN,1);vidyut:tavas~tu(noun,3)
taviza	2	dcs:taviza~taviza(NOUN,1);dcs:tavizaM~taviza(ADJ,1)
tavyas	1	vidyut:tavyas~tu(noun,1)
tazwf	1	dcs:tazwA~takz(VERB,2)
tejas	1	dcs:tejasA~prasah(VERB,1)
tejasvin	3	dcs:tejasvI~tejasvin(NOUN,3);dcs:tejasvinI~tejasvinI(NOUN,8);dcs:tejasvinaH~tejasvin(NOUN,1)
tepi	2	vidyut:tepi~tep(noun,9);vidyut:tepi~tip(noun,3)
tetij	1	dcs:tetikte~tetikte(NOUN,1)
tf	3	dcs:tara~tara(NOUN,7);dcs:tarantaH~taranta(NOUN,1);dcs:tira~tiras(ADV,33)
tfMh	1	vidyut:tfMhat~tfh(noun,3)
tfkzi	1	vidyut:tfkzi~tfkz(noun,9)
tfp	5	dcs:atfpyan~atfpyat(ADJ,1);dcs:tfpta~atfpta(ADJ,1);vidyut:tarpaka~tarpi(noun,16);vidyut:tfp~tfP(noun,7);vidyut:tfp~tfmP(noun,3)
tftIyA	1	dcs:tftIyAyAm~tftIya(ADJ,5)
tftIya	7	dcs:tftIyA~tftIyA(NOUN,49);dcs:tftIyAm~tftIyA(NOUN,5);dcs:tftIya~tftIya(NOUN,2);dcs:tftIyaM~tftIyam(ADV,9);dcs:tftIyam~tftIyam(ADV,60)
tfzwa	1	dcs:tfzwa~tfz(VERB,1)
tiTi	1	dcs:tiTiH~atiTi(NOUN,20)
tikta	1	dcs:tikta~tikta(NOUN,2)
timira	3	dcs:timira~timira(ADJ,3);dcs:timiram~timira(ADJ,1);dcs:timire~timira(ADJ,4)
tiraScI	1	dcs:tiraScyA~tiryaYc(ADJ,3)
tiryagyoni	1	dcs:tiryagyoni~tiryagyoni(ADJ,2)
titarIza	1	vidyut:titIrzu~titarIzi(noun,3)
titikzu	1	dcs:titikzuH~titikzu(NOUN,2)
toyaDArA	1	vidyut:toyaDArA~toyaDAra(noun,1)
trA	2	dcs:trAta~trAta(NOUN,1);dcs:trAtu~trAtu(NOUN,4)
trApi	1	vidyut:atrApi~trap(verb,1)
trAsi	1	vidyut:trAsyamAna~trE(noun,4)
trAtf	1	dcs:trAtA~trA(VERB,13)
trayI	2	dcs:trayI~traya(ADJ,15);dcs:trayIm~traya(ADJ,1)
traya	4	dcs:trayAH~traya(NOUN,1);dcs:traya~tri(NUM,133);dcs:trayaM~traya(ADJ,5);dcs:trayam~traya(ADJ,4)
trayodaSI	3	dcs:trayodaSI~trayodaSa(ADJ,3);dcs:trayodaSIm~trayodaSa(ADJ,4);dcs:trayodaSyAm~trayodaSa(ADJ,1)
trayodaSan	1	dcs:trayodaSa~trayodaSa(ADJ,9)
treDA	1	dcs:treDA~prajA(NOUN,1)
tri	6	dcs:trI~tris(ADV,11);dcs:trayARAM~traya(NOUN,1);dcs:trayARAm~traya(NOUN,2);dcs:trayaH~traya(ADJ,10);dcs:trayo~traya(ADJ,5)
triSIrzan	1	vidyut:triSIrza~triSIrza(noun,2)
triSiras	1	dcs:triSirAH~triSiras(ADJ,1)
tridaSa	3	dcs:tridaSA~tridaSa(ADJ,1);dcs:tridaSAH~tridaSa(ADJ,1);dcs:tridaSa~tridaSa(ADJ,3)
triguRa	5	dcs:triguRAni~triguRa(NOUN,1);dcs:triguRAt~triguRa(NOUN,2);dcs:triguRa~triguRa(NOUN,28);dcs:triguRaM~triguRa(NOUN,3);dcs:triguRam~triguRa(NOUN,3)
trijawa	1	vidyut:trijawa~trijawA(noun,3)
trika	2	dcs:trikA~trikA(NOUN,1);dcs:trika~trika(ADJ,6)
trimuKA	1	vidyut:trimuKa~trimuKa(noun,2)
tripadA	1	dcs:tripadA~tripad(ADJ,1)
tripadI	1	dcs:tripadI~tripada(ADJ,1)
tris	3	dcs:triH~atri(NOUN,8);dcs:trir~atri(NOUN,7);dcs:tris~atri(NOUN,1)
trivft	7	dcs:trivft~trivft(ADJ,157);dcs:trivftA~trivftA(NOUN,36);dcs:trivfta~trivft(NOUN,2);dcs:trivftaH~trivft(NOUN,4);dcs:trivftaM~trivft(NOUN,8)
trivfza	1	vidyut:trivfza~trivfzan(noun,3)
truw	1	vidyut:truwa~truw(verb,1)
tryanIkA	1	vidyut:tryanIka~tryanIka(noun,2)
tu	3	dcs:tU~tu(NOUN,1);dcs:tu~tu(NOUN,8);vidyut:tuta~tu(verb,1)
tuNga	2	dcs:tuNga~tuNga(NOUN,12);dcs:tuNgam~tuNga(NOUN,2)
tuRqa	1	dcs:tuRqA~tuRqA(NOUN,1)
tuRqika	1	vidyut:tuRqika~tuRqikA(noun,3)
tuYj	9	vidyut:tun~tuYji(noun,21);vidyut:tun~tumb(noun,14);vidyut:tun~tumbi(noun,14);vidyut:tun~tumPi(noun,14);vidyut:tun~tumpi(noun,14)
tud	2	dcs:tuda~tuda(NOUN,1);dcs:tudad~tud(VERB,1)
tugryA	2	vidyut:tugryA~tugrya(noun,1);vidyut:tugrya~tugrya(noun,2)
tuj	2	dcs:tujA~tuj(ADJ,1);dcs:tujaye~tuji(NOUN,1)
tumula	5	dcs:tumula~tumula(NOUN,3);dcs:tumulaH~tumula(NOUN,1);dcs:tumulaM~tumula(NOUN,14);dcs:tumulam~tumula(NOUN,4);dcs:tumule~tumula(NOUN,23)
tundI	1	vidyut:tundyAm~tundi(noun,2)
tur	1	dcs:turaH~tura(ADJ,7)
turIya	3	dcs:turIya~turIya(NOUN,5);dcs:turIyaM~turIya(NOUN,7);dcs:turIyam~turIya(NOUN,13)
tura	1	dcs:turaM~tura(NOUN,1)
turaMgI	1	vidyut:turaNgI~turaMgin(noun,1)
turayA	2	vidyut:turayA~tura(noun,1);vidyut:turayA~tur(noun,1)
turya	1	dcs:turya~turya(ADJ,14)
tuvikUrmi	1	vidyut:tuvikUrmi~tuvikUrmin(noun,3)
tuz	4	dcs:tuzwaH~tuzwa(NOUN,1);dcs:tuzwe~tuzwi(NOUN,1);dcs:tuzyat~tuz(VERB,1);vidyut:tozin~tozi(noun,2)
tuzAra	1	dcs:tuzAra~tuzAra(ADJ,2)
tvAdfSa	1	vidyut:tvAdfSam~tvAdfS(noun,2)
tvAzwra	3	dcs:tvAzwra~tvAzwra(NOUN,2);dcs:tvAzwram~tvAzwra(NOUN,4);dcs:tvAzwrasya~tvAzwra(ADJ,1)
tva	5	dcs:tva~tva(ADJ,2);dcs:tvaH~tva(NOUN,3);dcs:tvam~tvad(PRON,4293);dcs:tvan~tvad(PRON,5);dcs:tve~tvad(PRON,136)
tvac	2	dcs:tvac~tvac(ADV,82);dcs:tvak~tvac(ADV,6)
tvaca	2	vidyut:tvacasya~tvacasya(noun,2);vidyut:tvacasya~tvac(noun,2)
tvad	15	dcs:tava~tava(NOUN,1);dcs:te~tad(PRON,12673);dcs:tuBya~tuBya(NOUN,1);dcs:tvA~tva(NOUN,18);dcs:tvaM~tva(NOUN,102)
tvar	9	dcs:tUrRa~tUrRa(ADJ,1);dcs:tvara~tvara(NOUN,3);dcs:tvaritA~tvarita(ADJ,24);dcs:tvaritAH~tvarita(ADJ,19);dcs:tvarita~tvarita(ADJ,7)
tvaritam	2	dcs:tvaritaM~tvarita(ADJ,27);dcs:tvaritam~tvarita(ADJ,8)
tviz	2	vidyut:tvezya~tvezi(noun,2);vidyut:tvizI~tvizi(noun,6)
tya	3	dcs:tya~tya(NOUN,1);dcs:tyaM~atya(NOUN,1);dcs:zya~sA(VERB,3)
tyaj	1	dcs:tyaja~tyaja(NOUN,1)
u	4	dcs:U~U(ADV,23);dcs:v~v(NOUN,3);vidyut:utaye~ve(noun,4);vidyut:utyA~ve(noun,3)
uB	4	vidyut:up~vap(noun,7);vidyut:up~ubj(noun,7);vidyut:up~ubji(noun,7);vidyut:up~umB(noun,3)
uBa	1	dcs:uBa~uB(PRON,1)
uBaya	1	dcs:uBayA~uBayA(ADV,3)
uSAnA	1	vidyut:uSAna~vaS(noun,2)
uSat	1	vidyut:uSat~vaS(noun,3)
uSij	4	dcs:uSijAm~uSij(NOUN,1);dcs:uSija~uSij(NOUN,1);dcs:uSijaH~uSija(NOUN,2);dcs:uSijo~uSij(NOUN,3)
ucC	3	vidyut:ucCAt~ucCi(noun,8);vidyut:ucCanti~ucC(verb,2);vidyut:ucCena~ucCi(noun,8)
ucCad	2	vidyut:ucCat~ucCAdi(noun,7);vidyut:ucCat~ucC(noun,6)
ucCedi	1	vidyut:ucCed~ucC(verb,2)
ucCid	2	dcs:ucCinna~ucCinna(NOUN,1);vidyut:ucCedin~ucCedi(noun,2)
ucCiz	1	dcs:ucCizwaH~ucCizwa(ADJ,5)
ucCizwa	6	dcs:ucCizwAt~ucCizwa(NOUN,1);dcs:ucCizwa~ucCiz(VERB,13);dcs:ucCizwaM~ucCiz(VERB,5);dcs:ucCizwam~ucCiz(VERB,19);dcs:ucCizwe~ucCiz(VERB,2)
uccA	1	dcs:uccA~ucca(ADJ,4)
ucca	2	dcs:ucca~ucca(NOUN,8);dcs:uccaH~ucca(NOUN,1)
uccar	1	vidyut:uccarate~uccar(verb,1)
